Year,Region,Civilians killed
2007,Middle East & North Africa,3
2007,Middle East & North Africa,1
2007,Middle East & North Africa,2
2007,Middle East & North Africa,4
2007,Middle East & North Africa,8
2007,Middle East & North Africa,8
2007,Middle East & North Africa,1
2007,Middle East & North Africa,4
2007,Middle East & North Africa,8
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,33
2007,Middle East & North Africa,4
2007,Middle East & North Africa,6
2007,Middle East & North Africa,25
2007,Middle East & North Africa,30
2007,Middle East & North Africa,20
2007,Middle East & North Africa,4
2007,Middle East & North Africa,0
2007,Middle East & North Africa,6
2007,Middle East & North Africa,2
2007,Middle East & North Africa,50
2007,Middle East & North Africa,20
2007,Middle East & North Africa,3
2007,Middle East & North Africa,13
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,28
2007,Middle East & North Africa,
2007,Middle East & North Africa,7
2007,Middle East & North Africa,2
2007,Middle East & North Africa,0
2007,Middle East & North Africa,10
2007,Middle East & North Africa,1
2007,Middle East & North Africa,3
2007,Middle East & North Africa,0
2007,Middle East & North Africa,250
2007,Middle East & North Africa,4
2007,Middle East & North Africa,0
2007,Middle East & North Africa,250
2007,Middle East & North Africa,0
2007,Middle East & North Africa,3
2007,Middle East & North Africa,0
2007,Middle East & North Africa,2
2007,Middle East & North Africa,5
2007,Middle East & North Africa,1
2007,Middle East & North Africa,7
2007,Middle East & North Africa,3
2007,Middle East & North Africa,2
2007,Middle East & North Africa,20
2007,Middle East & North Africa,2
2007,Middle East & North Africa,2
2007,Middle East & North Africa,7
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,2
2007,Middle East & North Africa,2
2007,Middle East & North Africa,3
2007,Middle East & North Africa,0
2007,Middle East & North Africa,4
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,9
2007,Middle East & North Africa,27
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,6
2007,Middle East & North Africa,15
2007,Middle East & North Africa,11
2007,Middle East & North Africa,16
2007,Middle East & North Africa,1
2007,Middle East & North Africa,15
2007,Middle East & North Africa,4
2007,Middle East & North Africa,30
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,6
2007,Middle East & North Africa,0
2007,Middle East & North Africa,3
2007,Middle East & North Africa,0
2007,Middle East & North Africa,3
2007,Middle East & North Africa,11
2007,Middle East & North Africa,0
2007,Middle East & North Africa,11
2007,Middle East & North Africa,14
2007,Middle East & North Africa,0
2007,Middle East & North Africa,10
2007,Middle East & North Africa,6
2007,Middle East & North Africa,2
2007,Middle East & North Africa,1
2007,Middle East & North Africa,7
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,5
2007,Middle East & North Africa,0
2007,Middle East & North Africa,2
2007,Middle East & North Africa,20
2007,Middle East & North Africa,0
2007,Middle East & North Africa,7
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,4
2007,Middle East & North Africa,2
2007,Middle East & North Africa,4
2007,Middle East & North Africa,32
2007,Middle East & North Africa,0
2007,Middle East & North Africa,11
2007,Middle East & North Africa,7
2007,Middle East & North Africa,1
2007,Middle East & North Africa,2
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,9
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,2
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,2
2007,Middle East & North Africa,0
2007,Middle East & North Africa,2
2007,Middle East & North Africa,3
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,4
2007,Middle East & North Africa,4
2007,Middle East & North Africa,5
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,4
2007,Middle East & North Africa,1
2007,Middle East & North Africa,2
2007,Middle East & North Africa,3
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,3
2007,Middle East & North Africa,2
2007,Middle East & North Africa,11
2007,Middle East & North Africa,5
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,2
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,8
2007,Middle East & North Africa,16
2007,Middle East & North Africa,2
2007,Middle East & North Africa,6
2007,Middle East & North Africa,2
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,2
2007,Middle East & North Africa,5
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,3
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,9
2007,Middle East & North Africa,8
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,4
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,3
2007,Middle East & North Africa,4
2007,Middle East & North Africa,5
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,3
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,7
2007,Middle East & North Africa,4
2007,Middle East & North Africa,7
2007,Middle East & North Africa,4
2007,Middle East & North Africa,1
2007,Middle East & North Africa,5
2007,Middle East & North Africa,3
2007,Middle East & North Africa,2
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,3
2007,Middle East & North Africa,3
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,3
2007,Middle East & North Africa,1
2007,Middle East & North Africa,2
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,2
2007,Middle East & North Africa,2
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,2
2007,Middle East & North Africa,2
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,3
2007,Middle East & North Africa,0
2007,Middle East & North Africa,4
2007,Middle East & North Africa,0
2007,Middle East & North Africa,9
2007,Middle East & North Africa,0
2007,Middle East & North Africa,3
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,4
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,6
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,2
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,2
2007,Middle East & North Africa,0
2007,Middle East & North Africa,2
2007,Middle East & North Africa,8
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,2
2007,Middle East & North Africa,2
2007,Middle East & North Africa,5
2007,Middle East & North Africa,7
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,2
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,29
2007,Middle East & North Africa,4
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,4
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,4
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,3
2007,Middle East & North Africa,2
2007,Middle East & North Africa,
2007,Middle East & North Africa,0
2007,Middle East & North Africa,2
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,
2007,Middle East & North Africa,2
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,2
2007,Middle East & North Africa,6
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,3
2007,Middle East & North Africa,6
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,7
2007,Middle East & North Africa,1
2007,Middle East & North Africa,5
2007,Middle East & North Africa,0
2007,Middle East & North Africa,4
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,2
2007,Middle East & North Africa,5
2007,Middle East & North Africa,10
2007,Middle East & North Africa,10
2007,Middle East & North Africa,5
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,4
2007,Middle East & North Africa,2
2007,Middle East & North Africa,2
2007,Middle East & North Africa,2
2007,Middle East & North Africa,4
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,3
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,6
2007,Middle East & North Africa,0
2007,Middle East & North Africa,10
2007,Middle East & North Africa,7
2007,Middle East & North Africa,3
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,2
2007,Middle East & North Africa,
2007,Middle East & North Africa,3
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,4
2007,Middle East & North Africa,0
2007,Middle East & North Africa,3
2007,Middle East & North Africa,0
2007,Middle East & North Africa,
2007,Middle East & North Africa,3
2007,Middle East & North Africa,2
2007,Middle East & North Africa,2
2007,Middle East & North Africa,3
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,2
2007,Middle East & North Africa,2
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,5
2007,Middle East & North Africa,1
2007,Middle East & North Africa,
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,14
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,22
2007,Middle East & North Africa,22
2007,Middle East & North Africa,13
2007,Middle East & North Africa,13
2007,Middle East & North Africa,0
2007,Middle East & North Africa,2
2007,Middle East & North Africa,13
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,2
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,2
2007,Middle East & North Africa,0
2007,Middle East & North Africa,9
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,11
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,4
2007,Middle East & North Africa,2
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,8
2007,Middle East & North Africa,3
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,12
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,2
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,4
2007,Middle East & North Africa,0
2007,Middle East & North Africa,5
2007,Middle East & North Africa,3
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,2
2007,Middle East & North Africa,11
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,3
2007,Middle East & North Africa,2
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,11
2007,Middle East & North Africa,1
2007,Middle East & North Africa,1
2007,Middle East & North Africa,2
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,15
2007,Middle East & North Africa,5
2007,Middle East & North Africa,1
2007,Middle East & North Africa,2
2007,Middle East & North Africa,18
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,7
2007,Middle East & North Africa,15
2007,Middle East & North Africa,11
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,7
2007,Middle East & North Africa,4
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,3
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,3
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,3
2007,Middle East & North Africa,20
2007,Middle East & North Africa,19
2007,Middle East & North Africa,9
2007,Middle East & North Africa,2
2007,Middle East & North Africa,2
2007,Middle East & North Africa,5
2007,Middle East & North Africa,42
2007,Middle East & North Africa,1
2007,Middle East & North Africa,0
2007,Middle East & North Africa,5
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,5
2007,Middle East & North Africa,20
2007,Middle East & North Africa,0
2007,Middle East & North Africa,2
2007,Middle East & North Africa,0
2007,Middle East & North Africa,0
2007,Middle East & North Africa,2
2008,Middle East & North Africa,37
2008,Middle East & North Africa,1
2008,Middle East & North Africa,5
2008,Middle East & North Africa,1
2008,Middle East & North Africa,1
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,8
2008,Middle East & North Africa,6
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,1
2008,Middle East & North Africa,2
2008,Middle East & North Africa,6
2008,Middle East & North Africa,5
2008,Middle East & North Africa,1
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,3
2008,Middle East & North Africa,2
2008,Middle East & North Africa,1
2008,Middle East & North Africa,4
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,1
2008,Middle East & North Africa,0
2008,Middle East & North Africa,6
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,1
2008,Middle East & North Africa,5
2008,Middle East & North Africa,6
2008,Middle East & North Africa,3
2008,Middle East & North Africa,1
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,1
2008,Middle East & North Africa,1
2008,Middle East & North Africa,2
2008,Middle East & North Africa,1
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,11
2008,Middle East & North Africa,0
2008,Middle East & North Africa,1
2008,Middle East & North Africa,0
2008,Middle East & North Africa,3
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,1
2008,Middle East & North Africa,1
2008,Middle East & North Africa,1
2008,Middle East & North Africa,2
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,1
2008,Middle East & North Africa,0
2008,Middle East & North Africa,3
2008,Middle East & North Africa,5
2008,Middle East & North Africa,2
2008,Middle East & North Africa,6
2008,Middle East & North Africa,3
2008,Middle East & North Africa,1
2008,Middle East & North Africa,3
2008,Middle East & North Africa,3
2008,Middle East & North Africa,0
2008,Middle East & North Africa,1
2008,Middle East & North Africa,9
2008,Middle East & North Africa,0
2008,Middle East & North Africa,9
2008,Middle East & North Africa,4
2008,Middle East & North Africa,
2008,Middle East & North Africa,2
2008,Middle East & North Africa,70
2008,Middle East & North Africa,7
2008,Middle East & North Africa,8
2008,Middle East & North Africa,2
2008,Middle East & North Africa,2
2008,Middle East & North Africa,4
2008,Middle East & North Africa,3
2008,Middle East & North Africa,
2008,Middle East & North Africa,
2008,Middle East & North Africa,7
2008,Middle East & North Africa,1
2008,Middle East & North Africa,2
2008,Middle East & North Africa,1
2008,Middle East & North Africa,1
2008,Middle East & North Africa,18
2008,Middle East & North Africa,0
2008,Middle East & North Africa,3
2008,Middle East & North Africa,
2008,Middle East & North Africa,2
2008,Middle East & North Africa,
2008,Middle East & North Africa,6
2008,Middle East & North Africa,
2008,Middle East & North Africa,1
2008,Middle East & North Africa,5
2008,Middle East & North Africa,7
2008,Middle East & North Africa,1
2008,Middle East & North Africa,4
2008,Middle East & North Africa,2
2008,Middle East & North Africa,1
2008,Middle East & North Africa,2
2008,Middle East & North Africa,4
2008,Middle East & North Africa,10
2008,Middle East & North Africa,0
2008,Middle East & North Africa,
2008,Middle East & North Africa,
2008,Middle East & North Africa,3
2008,Middle East & North Africa,
2008,Middle East & North Africa,3
2008,Middle East & North Africa,2
2008,Middle East & North Africa,5
2008,Middle East & North Africa,2
2008,Middle East & North Africa,2
2008,Middle East & North Africa,
2008,Middle East & North Africa,2
2008,Middle East & North Africa,1
2008,Middle East & North Africa,2
2008,Middle East & North Africa,2
2008,Middle East & North Africa,2
2008,Middle East & North Africa,5
2008,Middle East & North Africa,
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,1
2008,Middle East & North Africa,90
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,3
2008,Middle East & North Africa,0
2008,Middle East & North Africa,1
2008,Middle East & North Africa,0
2008,Middle East & North Africa,23
2008,Middle East & North Africa,11
2008,Middle East & North Africa,0
2008,Middle East & North Africa,5
2008,Middle East & North Africa,6
2008,Middle East & North Africa,4
2008,Middle East & North Africa,2
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,3
2008,Middle East & North Africa,3
2008,Middle East & North Africa,3
2008,Middle East & North Africa,5
2008,Middle East & North Africa,0
2008,Middle East & North Africa,4
2008,Middle East & North Africa,1
2008,Middle East & North Africa,12
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,2
2008,Middle East & North Africa,2
2008,Middle East & North Africa,5
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,1
2008,Middle East & North Africa,64
2008,Middle East & North Africa,4
2008,Middle East & North Africa,2
2008,Middle East & North Africa,4
2008,Middle East & North Africa,2
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,3
2008,Middle East & North Africa,1
2008,Middle East & North Africa,9
2008,Middle East & North Africa,1
2008,Middle East & North Africa,1
2008,Middle East & North Africa,0
2008,Middle East & North Africa,6
2008,Middle East & North Africa,0
2008,Middle East & North Africa,7
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,1
2008,Middle East & North Africa,0
2008,Middle East & North Africa,12
2008,Middle East & North Africa,4
2008,Middle East & North Africa,1
2008,Middle East & North Africa,0
2008,Middle East & North Africa,3
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,1
2008,Middle East & North Africa,0
2008,Middle East & North Africa,56
2008,Middle East & North Africa,9
2008,Middle East & North Africa,1
2008,Middle East & North Africa,3
2008,Middle East & North Africa,2
2008,Middle East & North Africa,0
2008,Middle East & North Africa,3
2008,Middle East & North Africa,1
2008,Middle East & North Africa,1
2008,Middle East & North Africa,2
2008,Middle East & North Africa,5
2008,Middle East & North Africa,1
2008,Middle East & North Africa,1
2008,Middle East & North Africa,8
2008,Middle East & North Africa,0
2008,Middle East & North Africa,1
2008,Middle East & North Africa,2
2008,Middle East & North Africa,0
2008,Middle East & North Africa,16
2008,Middle East & North Africa,0
2008,Middle East & North Africa,1
2008,Middle East & North Africa,5
2008,Middle East & North Africa,0
2008,Middle East & North Africa,28
2008,Middle East & North Africa,4
2008,Middle East & North Africa,5
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,1
2008,Middle East & North Africa,0
2008,Middle East & North Africa,1
2008,Middle East & North Africa,1
2008,Middle East & North Africa,2
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,1
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,2
2008,Middle East & North Africa,6
2008,Middle East & North Africa,
2008,Middle East & North Africa,1
2008,Middle East & North Africa,3
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,40
2008,Middle East & North Africa,2
2008,Middle East & North Africa,3
2008,Middle East & North Africa,6
2008,Middle East & North Africa,2
2008,Middle East & North Africa,0
2008,Middle East & North Africa,4
2008,Middle East & North Africa,
2008,Middle East & North Africa,3
2008,Middle East & North Africa,0
2008,Middle East & North Africa,5
2008,Middle East & North Africa,1
2008,Middle East & North Africa,0
2008,Middle East & North Africa,
2008,Middle East & North Africa,
2008,Middle East & North Africa,
2008,Middle East & North Africa,
2008,Middle East & North Africa,
2008,Middle East & North Africa,0
2008,Middle East & North Africa,
2008,Middle East & North Africa,
2008,Middle East & North Africa,
2008,Middle East & North Africa,
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,1
2008,Middle East & North Africa,
2008,Middle East & North Africa,2
2008,Middle East & North Africa,4
2008,Middle East & North Africa,2
2008,Middle East & North Africa,13
2008,Middle East & North Africa,7
2008,Middle East & North Africa,7
2008,Middle East & North Africa,13
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,1
2008,Middle East & North Africa,0
2008,Middle East & North Africa,4
2008,Middle East & North Africa,0
2008,Middle East & North Africa,2
2008,Middle East & North Africa,1
2008,Middle East & North Africa,4
2008,Middle East & North Africa,0
2008,Middle East & North Africa,
2008,Middle East & North Africa,
2008,Middle East & North Africa,
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,2
2008,Middle East & North Africa,2
2008,Middle East & North Africa,1
2008,Middle East & North Africa,3
2008,Middle East & North Africa,1
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,0
2008,Middle East & North Africa,
2008,Middle East & North Africa,1
2008,Middle East & North Africa,3
2008,Middle East & North Africa,
2008,Middle East & North Africa,
2008,Middle East & North Africa,
2008,Middle East & North Africa,1
2008,Middle East & North Africa,3
2008,Middle East & North Africa,1
2008,Middle East & North Africa,
2008,Middle East & North Africa,6
2008,Middle East & North Africa,6
2008,Middle East & North Africa,0
2008,Middle East & North Africa,
2008,Middle East & North Africa,2
2008,Middle East & North Africa,0
2008,Middle East & North Africa,2
2008,Middle East & North Africa,3
2008,Middle East & North Africa,4
2008,Middle East & North Africa,1
2008,Middle East & North Africa,2
2008,Middle East & North Africa,1
2008,Middle East & North Africa,0
